   Compiling codescout v0.15.0 (/home/marius/work/claude/codescout)
test librarian::catalog::augmentation::tests::update_entry_patches_one_row_and_leaves_the_others ... ok
test librarian::catalog::augmentation::tests::update_entry_null_deletes_a_field ... ok
test librarian::catalog::chunk::tests::growing_an_entry_corrects_the_of_n_on_siblings_that_did_not_change ... ok
test librarian::catalog::augmentation::tests::resolve_cite_ref_rejects_ambiguous_rel_path ... ok
test librarian::catalog::augmentation::tests::resolve_cite_ref_resolves_slug_local ... ok
test librarian::catalog::chunk::tests::a_chunk_that_only_moved_ordinal_keeps_its_id_and_its_vector ... ok
test librarian::catalog::chunk::tests::an_unchanged_chunk_gets_its_line_range_resynced_when_content_above_it_shifts ... ok
test librarian::catalog::event_edges::tests::insert_and_traverse_resolves_edge ... ok
test librarian::catalog::augmentation::tests::refreshed_at_commit_preserved_on_reaugment ... ok
test librarian::catalog::event_edges::tests::rejects_unknown_rel ... ok
test librarian::catalog::augmentation::tests::upsert_replaces_on_conflict ... ok
test librarian::catalog::entry_cite::tests::insert_and_read_roundtrip ... ok
test librarian::catalog::events::tests::latest_for_artifact_returns_newest ... ok
test librarian::catalog::events::tests::insert_event_round_trip ... ok
test librarian::catalog::find::tests::find_hides_row_at_exact_cutoff_boundary ... ok
test librarian::catalog::entry_cite::tests::outgoing_from_entry_is_entry_grain_where_outgoing_is_artifact_grain ... ok
test librarian::catalog::entry_cite::tests::insert_with_reports_zero_when_a_row_already_covers_the_edge ... ok
test librarian::catalog::augmentation::tests::upsert_preserves_refresh_count_on_update ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_backfill_is_idempotent ... ok
test librarian::catalog::entry_cite::tests::cascade_delete_removes_entry_cite_when_artifact_deleted ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_drops_orphans_when_opt_in ... ok
test librarian::catalog::find::tests::a_candidate_with_no_chunk_row_is_counted_not_silently_dropped ... ok
test librarian::catalog::events::tests::verdict_without_intent_is_data_bug ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_fails_loudly_on_orphans ... ok
test librarian::catalog::events::tests::timeline_filters_by_kind_and_limit ... ok
test librarian::catalog::events::tests::open_intents_excludes_resolved_and_includes_unresolved ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_handles_commits_table ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_translates_repo_to_abs_path ... ok
test librarian::catalog::find::tests::an_id_from_the_production_embed_queue_hydrates_through_semantic_find ... ok
test librarian::catalog::find::tests::a_hit_names_the_chunk_that_matched_not_the_preamble ... ok
test librarian::catalog::find::tests::find_hides_rows_missing_past_grace_and_shows_within_grace ... ok
test librarian::catalog::events::tests::timeline_until_pushes_into_sql_not_post_limit ... ok
test librarian::catalog::find::tests::get_by_id_still_returns_hidden_row ... ok
test librarian::catalog::entry_cite::tests::prune_scan_rows_removes_only_scan_rows_of_the_named_sources ... ok
test librarian::catalog::find::tests::find_by_kind ... ok
test librarian::catalog::find::tests::catalog_summary_counts_augmented ... ok
test librarian::catalog::find::tests::count_matching_excludes_rows_missing_past_grace ... ok
test librarian::catalog::find::tests::catalog_summary_counts_by_kind_and_total ... ok
test librarian::catalog::find::tests::catalog_summary_excludes_hidden_rows ... ok
test librarian::catalog::find::tests::catalog_summary_respects_scoped_filter ... ok
test librarian::catalog::find::tests::find_by_ids_filtered_excludes_hidden_rows ... ok
test librarian::catalog::find::tests::find_with_and_composition ... ok
test librarian::catalog::find::tests::max_per_artifact_caps_without_emptying_the_page ... ok
test librarian::catalog::tests::parse_create_table_columns_extracts_artifact_columns ... ok
test librarian::catalog::find::tests::max_per_artifact_one_yields_distinct_artifacts ... ok
test librarian::catalog::find::tests::semantic_find_applies_catalog_filter ... ok
test librarian::catalog::gc::tests::detect_move_candidates_empty_when_ambiguous ... ok
test librarian::catalog::gc::tests::detect_move_candidates_ignores_root_that_still_exists_on_disk ... ok
test librarian::catalog::gc::tests::grace_days_falls_back_on_invalid_override ... ok
test librarian::catalog::gc::tests::migrate_vec_id_is_noop_when_no_embedding_row_exists ... ok
test librarian::catalog::gc::tests::rehome_child_columns_cover_every_fk_onto_artifact_id ... ok
test librarian::catalog::gc::tests::meta_roundtrip_and_grace_default_and_cutoff ... ok
test librarian::catalog::gc::tests::plan_rehome_like_pattern_escapes_underscore_wildcard ... ok
test librarian::catalog::gc::tests::detect_move_by_shared_commit_hash ... ok
test librarian::catalog::gc::tests::set_meta_overwrites_existing_key ... ok
test librarian::catalog::gc::tests::reconcile_if_due_respects_throttle ... ok
test librarian::catalog::gc::tests::maybe_reconcile_stamps_and_throttles ... ok
test librarian::classify::tests::classify_first_match_wins ... ok
test librarian::classify::tests::classify_matches_memory_with_time_scope ... ok
test librarian::classify::tests::classify_matches_spec ... ok
test librarian::classify::tests::classify_propagates_rule_tags ... ok
test librarian::classify::tests::classify_returns_none_for_unknown ... ok
test librarian::classify::tests::classify_tags_default_empty_when_rule_omits_them ... ok
test librarian::catalog::find::tests::the_real_sqlite_path_writes_and_reads_the_same_table ... ok
test librarian::classify::tests::default_rules_classify_changelog ... ok
test librarian::classify::tests::default_rules_classify_issues_dir ... ok
test librarian::classify::tests::default_rules_classify_review_dated ... ok
test librarian::classify::tests::default_rules_classify_src_prompts ... ok
test librarian::classify::tests::default_rules_classify_todo_files ... ok
test librarian::classify::tests::load_project_rules_errors_on_bad_toml ... ok
test librarian::classify::tests::load_project_rules_parses_present_file ... ok
test librarian::classify::tests::load_project_rules_returns_empty_when_file_absent ... ok
test librarian::classify::tests::load_rules_parses_multiple ... ok
test librarian::classify::tests::load_rules_rejects_bad_glob ... ok
test librarian::classify::tests::default_rules_compile ... ok
test librarian::current_project::tests::is_linked_worktree_detects_worktree_not_submodule_or_main ... ok
test librarian::current_project::tests::is_linked_worktree_survives_canonicalization ... ok
test librarian::current_project::tests::load_project_umbrellas_empty_when_file_absent ... ok
test librarian::current_project::tests::load_project_umbrellas_reads_umbrella_ignoring_other_sections ... ok
test librarian::current_project::tests::resolve_falls_back_to_abs_path_when_no_git ... ok
test librarian::current_project::tests::resolve_finds_git_root_when_nested ... ok
test librarian::current_project::tests::resolve_from_active_path_returns_self ... ok
test librarian::current_project::tests::resolve_main_root_none_for_plain_repo ... ok
test librarian::current_project::tests::resolve_populates_main_root_for_linked_worktree ... ok
test librarian::current_project::tests::resolve_returns_none_for_non_existent_path ... ok
test librarian::current_project::tests::resolve_umbrella_falls_back_to_global ... ok
test librarian::current_project::tests::resolve_umbrella_none_when_neither_matches ... ok
test librarian::current_project::tests::resolve_umbrella_prefers_project_local_over_global ... ok
test librarian::current_project::tests::umbrella_lookup_includes_descendants ... ok
test librarian::current_project::tests::umbrella_resolves_via_main_root_from_worktree ... ok
test librarian::current_project::tests::worktree_main_root_from_gitdir_pointer ... ok
test librarian::current_project::tests::worktree_main_root_returns_none_for_non_worktree ... ok
test librarian::embedding::tests::a_pooled_artifact_vector_is_renormalised_to_unit_length ... ok
test librarian::embedding::tests::an_artifact_is_embedded_on_the_document_seam_never_the_query_seam ... ok
test librarian::embedding::tests::an_artifact_under_the_budget_stays_a_single_call ... ok
test librarian::embedding::tests::an_artifact_whose_single_line_exceeds_the_budget_is_segmented_under_the_ceiling ... ok
test librarian::embedding::tests::every_production_construction_site_passes_a_budget ... ok
test librarian::embedding::tests::the_budgetless_constructor_sends_raw_and_therefore_hits_the_ceiling ... ok
test librarian::entry_token::tests::a_deeper_heading_inside_an_entry_does_not_end_it ... ok
test librarian::entry_token::tests::a_heading_defines_the_token_for_every_line_below_it ... ok
test librarian::entry_token::tests::a_heading_inside_a_fence_neither_starts_nor_ends_an_entry ... ok
test librarian::entry_token::tests::a_heading_inside_a_fenced_block_is_an_example_not_a_definition ... ok
test librarian::entry_token::tests::a_nested_fence_with_trailing_content_does_not_close_the_outer_fence ... ok
test librarian::entry_token::tests::a_non_entry_heading_at_the_same_level_ends_the_entry ... ok
test librarian::entry_token::tests::a_shallower_heading_ends_a_deeper_entry ... ok
test librarian::entry_token::tests::an_inline_code_span_of_a_fence_does_not_open_a_block ... ok
test librarian::entry_token::tests::h4_entries_are_recognised ... ok
test librarian::entry_token::tests::only_the_dash_form_defines_an_entry ... ok
test librarian::filter::tests::compiles_and_composition ... ok
test librarian::filter::tests::compiles_gt_integer ... ok
test librarian::filter::tests::compiles_in_list ... ok
test librarian::filter::tests::compiles_not ... ok
test librarian::filter::tests::compiles_or ... ok
test librarian::filter::tests::compiles_simple_eq ... ok
test librarian::filter::tests::compiles_tags_contains_via_json_each ... ok
test librarian::classify::tests::user_rules_override_defaults_when_concatenated ... ok
test librarian::filter::tests::eval_and_compile_both_reject_empty_in ... ok
test librarian::filter::tests::eval_and_or_not ... ok
test librarian::filter::tests::eval_contains_is_case_insensitive ... ok
test librarian::filter::tests::eval_eq_and_missing_field ... ok
test librarian::filter::tests::eval_in_gt_contains_prefix ... ok
test librarian::filter::tests::eval_in_on_an_array_field_means_membership_like_the_sql_side ... ok
test librarian::filter::tests::contains_treats_percent_and_underscore_as_literal_characters ... ok
test librarian::filter::tests::referenced_fields_collects_across_composites ... ok
test librarian::filter::tests::rejects_non_allowlisted_column ... ok
test librarian::filter::tests::rejects_unknown_field_prevents_injection ... ok
test librarian::filter::tests::rejects_unknown_op ... ok
test librarian::filter::tests::rel_path_filter_compiles_to_abs_path_sql ... ok
test librarian::catalog::gc::tests::rehome_commits_rewrites_git_root_for_root_and_children ... ok
test librarian::filter::tests::rel_path_filter_matches_rows_whose_stored_path_is_absolute ... ok
test librarian::filter::tests::rel_path_rejects_the_ordering_ops_it_cannot_mean ... ok
test librarian::filter::tests::repair_fixes_inverted_op_keyed_leaf ... ok
test librarian::filter::tests::repair_ignores_op_keyed_leaf_without_field ... ok
test librarian::filter::tests::repair_leaves_canonical_leaf_untouched ... ok
test librarian::filter::tests::repair_recurses_into_composition ... ok
test librarian::filter::tests::repo_filter_rejected ... ok
test librarian::filter::tests::eval_matches_compile_on_fixture ... ok
test librarian::freshness::tests::fresh_within_horizon ... ok
test librarian::freshness::tests::stale_beyond_horizon ... ok
test librarian::freshness::tests::stale_when_file_newer ... ok
test librarian::freshness::tests::superseded_short_circuits ... ok
test librarian::freshness::tests::unknown_when_no_reviewed ... ok
test librarian::frontmatter::body_line_offset_tests::a_body_that_is_not_this_documents_body_yields_zero_not_a_wrong_number ... ok
test librarian::frontmatter::body_line_offset_tests::a_document_without_frontmatter_has_no_offset ... ok
test librarian::frontmatter::body_line_offset_tests::crlf_frontmatter_counts_the_same_lines ... ok
test librarian::frontmatter::body_line_offset_tests::the_offset_is_the_frontmatter_blocks_own_line_count ... ok
test librarian::frontmatter::tests::a_reserved_key_in_extra_is_not_emitted_twice ... ok
test librarian::frontmatter::tests::captures_unknown_fields_into_extra ... ok
test librarian::frontmatter::tests::extra_scalar_date_is_emitted_bare_not_quoted ... ok
test librarian::frontmatter::tests::handles_trailing_crlf ... ok
test librarian::frontmatter::tests::parses_standard_frontmatter ... ok
test librarian::frontmatter::tests::rejects_malformed_yaml ... ok
test librarian::frontmatter::tests::rejects_missing_closing_delimiter ... ok
test librarian::frontmatter::tests::replace_body_preserves_crlf_frontmatter ... ok
test librarian::frontmatter::tests::replace_body_preserves_the_frontmatter_block_verbatim ... ok
test librarian::frontmatter::tests::replace_scalar_line_declines_a_value_that_cannot_be_one_line ... ok
test librarian::frontmatter::tests::replace_scalar_line_declines_when_there_is_nothing_to_replace ... ok
test librarian::frontmatter::tests::replace_scalar_line_escapes_an_apostrophe_in_the_value ... ok
test librarian::frontmatter::tests::replace_scalar_line_preserves_crlf_line_endings ... ok
test librarian::frontmatter::tests::replace_scalar_line_quotes_a_value_yaml_would_misread ... ok
test librarian::frontmatter::tests::replace_scalar_line_touches_only_the_targeted_line ... ok
test librarian::frontmatter::tests::reserved_keys_in_extra_reports_every_clash_and_nothing_else ... ok
test librarian::frontmatter::tests::returns_none_for_no_frontmatter ... ok
test librarian::frontmatter::tests::rewrite_frontmatter_normalizing_does_not_introduce_null_keys ... ok
test librarian::frontmatter::tests::rewrite_frontmatter_normalizing_inserts_frontmatter_if_absent ... ok
test librarian::frontmatter::tests::rewrite_frontmatter_normalizing_is_idempotent_after_first_pass ... ok
test librarian::frontmatter::tests::rewrite_frontmatter_normalizing_preserves_untouched_fields ... ok
test librarian::frontmatter::tests::round_trip_preserves_body ... ok
test librarian::frontmatter::tests::round_trip_preserves_extra ... ok
test librarian::frontmatter::tests::upsert_int_line_declines_when_there_is_no_frontmatter ... ok
test librarian::frontmatter::tests::upsert_int_line_does_not_insert_inside_a_block_sequence ... ok
test librarian::frontmatter::tests::upsert_int_line_inserts_above_the_closing_delimiter_when_the_key_is_absent ... ok
test librarian::frontmatter::tests::upsert_int_line_preserves_crlf_line_endings_on_insert ... ok
test librarian::frontmatter::tests::upsert_int_line_renders_the_value_bare_not_quoted ... ok
test librarian::frontmatter::tests::upsert_int_line_splices_an_existing_key_in_place ... ok
test librarian::frontmatter::tests::write_omits_unset_optional_fields_instead_of_emitting_null ... ok
test librarian::ids::tests::deterministic ... ok
test librarian::ids::tests::different_inputs_different_ids ... ok
test librarian::ids::tests::sixteen_hex_chars ... ok
test librarian::catalog::find::tests::semantic_find_excludes_hidden_rows ... ok
test librarian::filter::tests::tags_in_matches_a_row_holding_any_listed_tag ... ok
test librarian::filter::tests::tags_nin_excludes_only_rows_that_hold_a_listed_tag ... ok
test librarian::catalog::gc::tests::reconcile_stamps_missing_clears_returned_and_is_idempotent ... ok
test librarian::catalog::gc::tests::rehome_carries_chunk_rows_and_their_vectors_to_the_new_id ... ok
test librarian::catalog::find::tests::semantic_find_orders_by_knn_and_hydrates ... ok
test librarian::catalog::graft::tests::graft_errors_on_unknown_id ... ok
test librarian::catalog::sources::tests::rejects_unknown_kind ... ok
test librarian::catalog::augmentation::tests::allocate_entry_id_serializes_across_independent_connections ... ok
test librarian::catalog::sources::tests::upsert_replaces_payload ... ok
test librarian::catalog::gc::tests::apply_rehome_rolls_back_atomically_on_mid_batch_failure ... ok
test librarian::catalog::observations::tests::insert_and_list ... ok
test librarian::catalog::tests::catalog_db_path_some_for_file_backed ... ok
test librarian::catalog::observations::tests::list_recent_filters_by_since ... ok
test librarian::catalog::links::tests::delete_removes_exactly_the_named_triple ... ok
test librarian::catalog::graft::tests::graft_folds_entry_reservations_taking_the_higher_mark ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_creates_backup_file ... ok
test librarian::indexer::tests::first_h1_extracts_setext_heading ... ok
test librarian::indexer::tests::first_h1_extracts_title ... ok
test librarian::indexer::tests::first_h1_ignores_h1_inside_code_fence ... ok
test librarian::indexer::tests::first_h1_none_when_missing ... ok
test librarian::indexer::tests::first_h1_skips_blank_and_code_fences ... ok
test librarian::catalog::tests::catalog_db_path_none_for_in_memory ... ok
test librarian::catalog::links::tests::insert_and_query_links ... ok
test librarian::catalog::graft::tests::graft_folds_entry_reservations_when_the_source_is_ahead ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_full_path_translates_and_drops ... ok
test librarian::catalog::tests::run_migrations_is_safe_under_concurrent_connections ... ok
test librarian::catalog::tests::migration_v4_adds_render_template_and_params_schema_columns ... ok
test librarian::catalog::observations::tests::cascade_delete_removes_observations ... ok
test librarian::catalog::tests::artifact_chunk_rejects_a_duplicate_chunk_ix_for_the_same_artifact ... ok
test librarian::catalog::tests::migration_adds_abs_path_and_git_root_columns ... ok
test librarian::catalog::graft::tests::graft_migrates_augmentation_when_into_has_none ... ok
test librarian::catalog::tests::migration_v5_adds_append_mode_and_history_cap_columns ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_single_open_preserves_v9_entry_graph_shape ... ok
test librarian::indexer::tests::migrate_opt_in_requires_exactly_one ... ok
test librarian::catalog::migrate_v6::tests::migration_v6_preserves_augmentation_and_events ... ok
test librarian::catalog::migrate_v6::tests::open_with_workspace_installs_audit_triggers_after_v6_table_copy ... ok
test librarian::catalog::tests::migration_v9_adds_slug_column_and_entry_cite_table ... ok
test librarian::catalog::graft::tests::graft_repoints_event_edge_to_artifact ... ok
test librarian::catalog::graft::tests::graft_carries_the_slug_forward_so_a_move_does_not_orphan_it ... ok
test librarian::catalog::graft::tests::graft_no_op_when_entry_collections_differ ... ok
test librarian::catalog::graft::tests::graft_dedups_conflicting_link_and_drops_it ... ok
test librarian::catalog::links::tests::cascade_delete_removes_links ... ok
test librarian::catalog::tests::open_sets_busy_timeout_for_cross_process_writers ... ok
test librarian::catalog::gc::tests::rehome_rewrites_id_and_preserves_all_children ... ok
test librarian::catalog::links::tests::by_rel_filters_across_endpoints ... ok
test librarian::catalog::tests::deleting_an_artifact_cascades_its_chunk_rows ... ok
test librarian::catalog::graft::tests::graft_repoints_events_and_deletes_source_last ... ok
test librarian::preview::default::tests::a_truncated_preview_still_names_its_final_heading ... ok
test librarian::preview::default::tests::an_untruncated_preview_carries_no_last_heading ... ok
test librarian::preview::default::tests::empty_body_has_empty_fields ... ok
test librarian::preview::default::tests::heading_truncation_is_signaled ... ok
test librarian::preview::default::tests::headings_are_extracted_and_capped ... ok
test librarian::preview::default::tests::line_count_matches_body ... ok
test librarian::preview::default::tests::no_truncation_signal_under_cap ... ok
test librarian::preview::default::tests::summary_extracted_from_body ... ok
test librarian::preview::headings::tests::a_backtick_fence_does_not_close_a_tilde_block ... ok
test librarian::preview::headings::tests::a_nested_shorter_fence_does_not_leak_headings_from_the_outer_block ... ok
test librarian::preview::headings::tests::cap_no_report_when_within_limit ... ok
test librarian::preview::headings::tests::cap_reports_total_when_truncated ... ok
test librarian::preview::headings::tests::captures_level_and_line_number ... ok
test librarian::preview::headings::tests::empty_body_returns_empty ... ok
test librarian::preview::headings::tests::ignores_hash_inside_fenced_code ... ok
test librarian::preview::headings::tests::ignores_non_atx_and_malformed ... ok
test librarian::preview::headings::tests::stamp_truncation_adds_fields_only_when_dropped ... ok
test librarian::preview::headings::tests::trims_heading_text_whitespace ... ok
test librarian::catalog::graft::tests::graft_flags_near_dup_as_suspicious ... ok
test librarian::catalog::graft::tests::graft_renumber_avoids_free_incoming_id_no_duplicate ... ok
test librarian::catalog::tests::opens_in_memory_and_applies_schema ... ok
test librarian::catalog::tests::deleting_an_artifact_cascades_its_vec_v2_row_via_the_chunk_trigger ... ok
test librarian::catalog::tests::schema_has_augmentation_table ... ok
test librarian::preview::plan::tests::counts_tasks_total_and_done ... ok
test librarian::preview::plan::tests::empty_when_no_tasks ... ok
test librarian::preview::plan::tests::heading_truncation_is_signaled ... ok
test librarian::preview::plan::tests::headings_included_and_capped ... ok
test librarian::preview::plan::tests::ignores_task_syntax_inside_fenced_code ... ok
test librarian::preview::plan::tests::nested_indented_tasks_are_counted ... ok
test librarian::preview::plan::tests::open_next_returns_first_three_unchecked ... ok
test librarian::preview::plan::tests::task_text_truncated_to_limit ... ok
test librarian::preview::spec::tests::caps_headings_at_limit ... ok
test librarian::preview::spec::tests::extracts_headings_and_summary ... ok
test librarian::preview::spec::tests::heading_truncation_is_signaled ... ok
test librarian::preview::spec::tests::summary_empty_for_headings_only ... ok
test librarian::preview::summary::tests::collapses_internal_whitespace ... ok
test librarian::preview::summary::tests::collapses_intra_line_whitespace ... ok
test librarian::preview::summary::tests::empty_body_returns_empty ... ok
test librarian::preview::summary::tests::heading_only_returns_empty ... ok
test librarian::preview::summary::tests::ignores_lines_inside_fenced_code ... ok
test librarian::preview::summary::tests::returns_first_paragraph_after_h1 ... ok
test librarian::preview::summary::tests::skips_blank_lines_before_paragraph ... ok
test librarian::preview::summary::tests::skips_consecutive_leading_headings ... ok
test librarian::preview::summary::tests::skips_leading_h2_without_h1 ... ok
test librarian::preview::summary::tests::stops_at_heading ... ok
test librarian::preview::summary::tests::truncates_at_200_chars_with_ellipsis ... ok
test librarian::catalog::graft::tests::graft_renumbers_colliding_incoming_ids_and_reports_remap ... ok
test librarian::catalog::tests::schema_has_timemachine_tables ... ok
test librarian::catalog::tests::v10_adds_missing_since_and_catalog_meta ... ok
test librarian::catalog::tests::v11_creates_the_chunk_table_and_stamps_the_version ... ok
test librarian::catalog::tests::v11_is_idempotent ... ok
test librarian::catalog::worktree::tests::covering_matches_paths_under_active_root_only ... ok
test librarian::catalog::worktree::tests::covering_escapes_like_wildcards_in_root ... ok
test librarian::catalog::worktree::tests::active_roots_lists_only_active ... ok
test librarian::reindex_progress::tests::is_alive_is_true_for_this_process_and_false_for_an_impossible_pid ... ok
test librarian::reindex_progress::tests::is_alive_tracks_a_real_process_ending ... ok
test librarian::catalog::worktree::tests::upsert_get_roundtrip_and_reactivation ... ok
test librarian::catalog::tests::v12_adds_nullable_entry_part_columns_and_is_idempotent ... ok
test librarian::catalog::tests::widen_events_kind_check_migrates_catalog_that_already_allows_worktree_fork_but_not_worktree_merge ... ok
test librarian::reindex_progress::tests::should_publish_gates_on_the_interval ... ok
test librarian::indexer::tests::a_reused_chunk_embeds_with_the_current_entry_title_not_the_stored_one ... ok
test librarian::server::tests::map_tool_result_anyhow_returns_is_error_true ... ok
test librarian::server::tests::map_tool_result_recoverable_returns_success_with_error_body ... ok
test librarian::indexer::tests::a_mid_entry_chunk_embeds_with_its_entrys_title_not_just_its_token ... ok
test librarian::session_registry::tests::a_duplicate_session_id_prefers_a_live_row_over_an_earlier_stale_one ... ok
test librarian::session_registry::tests::a_gone_process_is_dead ... ok
test librarian::session_registry::tests::a_live_claim_carries_a_pasteable_address ... ok
test librarian::session_registry::tests::a_missing_socket_is_dead ... ok
test librarian::session_registry::tests::a_reused_pid_with_a_different_starttime_is_dead_not_live ... ok
test librarian::session_registry::tests::a_row_with_no_procstart_is_undeterminable_not_reused ... ok
test librarian::session_registry::tests::a_running_session_with_matching_procstart_is_live ... ok
test librarian::session_registry::tests::an_unknown_session_id_is_unresolvable_and_names_the_profiles_searched ... ok
test librarian::session_registry::tests::an_unparseable_row_is_skipped_not_fatal ... ok
test librarian::session_registry::tests::default_profile_dirs_globs_dot_claude_variants ... ok
test librarian::session_registry::tests::resolve_self_is_none_for_a_zero_parent_pid ... ok
test librarian::session_registry::tests::resolve_self_is_none_when_no_row_matches_the_parent_pid ... ok
test librarian::session_registry::tests::resolve_self_is_none_when_two_rows_share_the_parent_pid ... ok
test librarian::session_registry::tests::resolve_self_returns_the_session_id_of_the_row_matching_the_parent_pid ... ok
test librarian::session_registry::tests::rows_are_collected_across_several_profile_dirs ... ok
test librarian::session_registry::tests::starttime_from_stat_line_handles_a_comm_with_a_space_and_a_paren ... ok
test librarian::session_registry::tests::starttime_from_stat_line_parses_a_normal_line ... ok
test librarian::statements::tests::absent_declaration_defaults_to_dated_fallback ... ok
test librarian::statements::tests::bare_conditional_is_refused ... ok
test librarian::statements::tests::conditional_prefix_requires_a_word_boundary ... ok
test librarian::statements::tests::conditional_supports_en_dash_and_hyphen_separators ... ok
test librarian::statements::tests::crlf_line_endings_do_not_break_parsing ... ok
test librarian::statements::tests::dated_prefix_requires_a_separating_space ... ok
test librarian::statements::tests::dated_rejects_a_calendar_invalid_date_even_when_shape_valid ... ok
test librarian::statements::tests::dated_rejects_non_padded_or_wrong_width_shapes ... ok
test librarian::statements::tests::dated_requires_an_iso_date ... ok
test librarian::statements::tests::dated_still_accepts_every_shape_valid_calendar_valid_date ... ok
test librarian::statements::tests::first_of_duplicate_valid_declarations_wins ... ok
test librarian::statements::tests::indented_valid_line_does_not_declare_and_decays_silently ... ok
test librarian::statements::tests::parses_the_three_classes ... ok
test librarian::statements::tests::prose_mentioning_the_field_is_not_a_declaration ... ok
test librarian::statements::tests::rests_on_captures_a_hard_wrapped_continuation ... ok
test librarian::statements::tests::rests_on_captures_the_real_corpus_declaration_that_was_being_truncated ... ok
test librarian::statements::tests::rests_on_inside_a_fenced_code_block_is_not_a_declaration ... ok
test librarian::statements::tests::rests_on_is_line_anchored_and_optional ... ok
test librarian::statements::tests::rests_on_stops_at_a_blank_line_heading_or_fence ... ok
test librarian::statements::tests::rests_on_stops_at_the_next_bold_field ... ok
test librarian::statements::tests::unicode_whitespace_around_the_value_is_trimmed ... ok
test librarian::statements::tests::unknown_class_is_refused ... ok
test librarian::statements::tests::valid_line_after_a_fenced_decoy_is_still_found ... ok
test librarian::statements::tests::valid_line_inside_a_fenced_code_block_is_not_a_declaration ... ok
test librarian::tests::imports_codescout_projects ... ok
test librarian::indexer::tests::a_stored_chunks_range_points_at_that_text_in_the_file ... ok
test librarian::indexer::tests::a_whitespace_only_section_is_dropped_without_dropping_the_batch ... ok
test librarian::catalog::migrate_v6::tests::every_schema_sql_artifact_column_survives_every_migration_path ... ok
test librarian::indexer::tests::index_repo_sync_skips_linked_worktree ... ok
test librarian::indexer::tests::delete_chunk_vectors_removes_every_chunk_vector_not_only_the_first ... ok
test librarian::indexer::tests::embed_queue_items_emits_every_chunk_not_just_the_first ... ok
test librarian::indexer::tests::a_present_non_utf8_file_is_not_counted_as_missing ... ok
test librarian::indexer::tests::embed_queue_items_keys_on_chunk_ids_that_exist_in_artifact_chunk ... ok
test librarian::indexer::tests::an_artifact_stamped_without_a_vector_is_counted_rather_than_silent ... ok
test librarian::indexer::tests::embed_queue_items_honours_the_grain_it_is_given ... ok
test librarian::indexer::tests::embed_queue_items_on_empty_body_deletes_every_chunk_and_vector_via_the_cascade ... ok
test librarian::indexer::tests::write_embeddings_v2_refuses_a_dim_mismatch_within_one_batch ... ok
test librarian::indexer::tests::a_scoped_backfill_leaves_other_roots_untouched ... ok
test librarian::indexer::tests::write_embeddings_v2_refuses_a_dim_mismatch_against_existing_rows ... ok
test librarian::indexer::tests::force_include_recovers_files_hidden_by_gitignore ... ok
test librarian::indexer::tests::index_does_not_delete_still_existing_file_newly_matched_by_ignore ... ok
test librarian::indexer::tests::embeds_artifact_into_vec_table ... ok
test librarian::indexer::tests::index_repo_sync_embeds_content_stamped_by_a_run_that_did_not_embed_it ... ok
test librarian::indexer::tests::ignore_globs_skip_matching_files ... ok
test librarian::indexer::tests::index_derives_title_from_h1_when_no_frontmatter ... ok
test librarian::indexer::tests::a_second_run_still_finds_an_artifact_that_fell_in_afterwards ... ok
test librarian::indexer::tests::a_blank_artifact_and_a_vanished_one_are_counted_apart ... ok
test librarian::indexer::tests::index_repo_sync_force_embed_alone_requeues_without_force_rewalk ... ok
test librarian::indexer::tests::write_embeddings_is_idempotent_on_same_id ... ok
test librarian::preview::memory::tests::no_observations_returns_zero_count_and_empty_list ... ok
test librarian::indexer::tests::the_backfill_honours_a_projects_opt_out ... ok
test librarian::tools::artifact::tests::augment_object_does_not_over_declare_prompt_as_required ... ok
test librarian::tools::artifact::tests::augment_object_properties_all_have_descriptions ... ok
test librarian::preview::tests::routes_plan_to_plan_extractor ... ok
test librarian::indexer::tests::the_backfill_embeds_artifacts_with_no_chunk_rows_without_a_walk ... ok
test librarian::tools::artifact::tests::augment_schema_does_not_restate_the_merge_rule_per_field ... ok
test librarian::preview::tests::routes_memory_to_memory_extractor ... ok
test librarian::preview::memory::tests::summary_falls_back_to_empty_when_body_empty ... ok
test librarian::indexer::tests::write_embeddings_dim_mismatch_bails_by_default ... ok
test librarian::indexer::tests::reindex_refreshes_stale_metadata ... ok
test librarian::preview::memory::tests::latest_observations_ordered_desc_by_created_at ... ok
test librarian::indexer::tests::rule_change_reclassifies_existing_rows_without_content_change ... ok
test librarian::preview::memory::tests::observation_text_truncated_to_limit ... ok
test librarian::preview::tests::routes_spec_to_spec_extractor ... ok
test librarian::tools::artifact::tests::event_payload_schema_declares_object_type ... ok
test librarian::tools::artifact::tests::every_required_param_is_advertised ... ok
test librarian::tools::artifact::tests::every_required_payload_field_is_enforced_and_advertised ... ok
test librarian::preview::memory::tests::summary_uses_body_when_present ... ok
test librarian::tools::artifact::tests::id_param_routing_names_augment ... ok
